CURRENT_MINE_NAME,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,latitude,longitude
Carbon Valley Resource ,L G Everist Inc,"L. G. Everist, Inc.",40.175556,-104.937222
Grisenti Farms Gravel Pit,Continental Materials Corp,Castle Concrete Company/Transit Mix Concrete,38.575277,-104.936111
Menzer Quarry ,Edward C  Levy Jr,Schmidt Aggregates,38.6275,-104.920833
PIKE VIEW QUARRY,Continental Materials Corp,Castle Concrete Company/Transit Mix Concrete,38.934444,-104.885278
Castle Rock Rock Inc,John J  Miner,Castle Rock Rock Inc,39.350833,-104.871111
THORNTON PLANT,Holcim Ltd,Aggregate Industries WCR Inc,39.916389,-104.8675
DELLACROCE GRAVEL PIT,Gary  Schnurr,Pioneer Sand Company,39.056685,-104.866359
WHITE MARBLE MINE,Joe R  Williams Jr,Texas Architectural Aggregate Inc,31.428611,-104.8475
Bromley Lakes,Boral Limited,Ready Mixed Concrete Company,39.963611,-104.839722
Crusher #1,MTFE Holdings; HFI LLC,Miller-HFI LLC,40.331111,-104.831388
TP CLAIMS 1 & 2 / ROSA BLANCA,John  Wold,American Talc Company,31.039722,-104.830833
American Talc Co - Wild Horse Plant,John  Wold,American Talc Co - Wild Horse Plant,31.039722,-104.830833
Fort Lupton Pit,Gary  Schnurr,"Pioneer Sand Company, Inc.",40.1375,-104.829722
Albert Frei & Sons Pit #4,Albert R  Frei,Albert Frei & Sons Inc,39.97,-104.829166
portable plant # 159,Gary  Schnurr,Pioneer Sand Co Inc,38.904444,-104.825555
Fort Lupton Sand & Gravel Mine ,L G Everist Inc,"L. G. Everist, Inc.",40.116389,-104.820278
Crusher #1,Robert C  Willits,Willits Company Inc,41.133611,-104.816944
Riverbend Pit,Martin Marietta Materials Inc,Martin Marietta Materials,40.084722,-104.813056
NCCI Pit #1,George  Zadel,"Northern Colorado Constructors, Inc.",40.084722,-104.813055
PIT #29,James C  Marvel Jr,Brannan Sand & Gravel Company LLC,39.972778,-104.810556
Colorado Springs Operation,Pioneer Natural Resources USA Incorporated,Premier Silica LLC,38.786388,-104.771388
Daniels Sand Pit 1 & 2,Continental Materials Corp,Daniels Sand/Transit Mix Concrete,38.77,-104.760277
Thornton Plant,Thomas A  Thorson,Black Hills Bentonite A Limited Liability Co,44.15,-104.750555
Guernsey Quarry,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc",42.272777,-104.729444
Bucklen Equipment Company Incorporated,Michael Allen  Bucklen,Bucklen Equipment Company Incorporated,40.449166,-104.721111
Fountain Pit,Edward C  Levy Jr,Schmidt Aggregates,38.649444,-104.71
FOUNTAIN PIT,Martin Marietta Materials Inc,Martin Marietta Materials,38.649444,-104.71
PORTABLE CRUSHER #1,Weld County-Co,Weld County,40.444166,-104.696666
Portable Screen # 3,Weld County-Co,Weld County Public Works,40.444166,-104.696666
Extec S-6 Track-Mounted Screen,Kathleen  Tezak; Danny  Tezak,"Rocky Mountain Landscape Materials, LLC",38.322778,-104.695278
Extec E-7 Track-Mounted Screen,Kathleen  Tezak; Danny  Tezak,"Rocky Mountain Landscape Materials, LLC",38.322778,-104.695278
Loloff Pit,Doug D  Derr,Mill Iron Mining,40.435556,-104.668333
Pueblo Plant & Quarry,Grupo Cementos de Chihuahua SA de CV,GCC Rio Grande Inc,38.151111,-104.6275
Habeck Gravel Pit,Wade  Habeck,"Timberline Services, Inc.",44.456667,-104.617222
Felix Pit,Sharlotte A  Rierson,American Aggregate ,33.352222,-104.588888
Tony J Beltramo & Sons Inc,Robert D  Beltramo; Joseph A  Beltramo,Tony J Beltramo & Sons Inc,38.255833,-104.584722
Solberg Pit,Gary  Schnurr,Pioneer Sand Co Inc,38.906388,-104.553333
ROSWELL READY MIX PIT,Constructors Inc (NM),Roswell Ready Mix Inc,33.393611,-104.541111
Crusher #1,Charles E  Hamilton; Carroll  Hamilton,James Hamilton Construction Company,33.394167,-104.522778
Blue Mountain Stone,Raul  Vasquez,Blue Mountain Stone Inc,35.337778,-104.518889
Ramirez and Sons RSI-2,Alonzo  Ramirez Jr,Ramirez and Sons Inc.,32.749444,-104.476666
Constructors Inc Portable #2,Constructors Inc (NM),Constructors Inc,32.783611,-104.461944
WAIDE SAND & GRAVEL,James A  Waide,Waide Sand & Gravel Company,33.560312,-104.387024
Portable #3,Constructors Inc (NM),Constructors Inc,32.339166,-104.379166
QAC #1,Jay Dee  Hacklin,Quality Agg & Construction Inc,44.406389,-104.375833
Savage Mine,Westmoreland Coal Company,Westmoreland Savage Corporation,47.416389,-104.375
Crusher 2,Roger  Croell,Croell Redi-Mix Inc,44.400833,-104.363333
Fort Sumner Pit,Nick  Griego Sr,"Nick Griego & Sons Construction, Inc.",34.471666,-104.245555
Constructors Inc Portable #4,Constructors Inc (NM),Constructors Inc,32.385,-104.2375
BPM Colony Mill,Halliburton,Bentonite Performance Minerals LLC ,44.858888,-104.133888
BPM Colony Mine,Halliburton,Bentonite Performance Minerals LLC,44.858888,-104.133888
Intrepid Potash North,Hugh E  Harvey,"Intrepid Potash-New Mexico, LLC",32.490555,-104.114166
New Mexico Salt & Minerals Corp,Chase  Wilson,New Mexico Salt & Minerals Corp,32.304444,-104.041111
CARLSBAD PLANT,Texas United Corp,United Salt Carlsbad LLC,32.552222,-103.989166
CARLSBAD LAKE PLANT,Texas United Corp,United Salt Carlsbad LLC,32.3925,-103.973055
Intrepid Potash West,Hugh E  Harvey,"Intrepid Potash-New Mexico, LLC",32.492222,-103.945278
Mosaic Potash Carlsbad Inc,Mosaic Global Holdings,Mosaic Potash Carlsbad Inc,32.415833,-103.943056
Belle/Colony Mine,Minerals Technologies Inc,American Colloid Company,44.710278,-103.899722
Valley #1 Tolar Pit,Terry  Truelock,Valley Incorporated,34.449166,-103.888888
The Wharf Mine,Goldcorp Inc,Wharf Resources (USA) Inc,44.348611,-103.854166
BELLE FOURCHE MILL,Minerals Technologies Inc,American Colloid Company,44.681111,-103.851944
COLONY WEST MILL,Minerals Technologies Inc,American Colloid Company,44.681111,-103.851944
COLONY EAST MILL,Minerals Technologies Inc,American Colloid Company,44.681111,-103.851944
Twin Mountain Plant,Ronald D  Bjustrom; Dan  Marion,Colorado Lava Inc.,36.761111,-103.834167
Portable Plant #13,Morgan County - Co,Morgan County Road & Bridge,40.258611,-103.792778
Intrepid Potash East,Hugh E  Harvey,"Intrepid Potash-New Mexico, LLC",32.513056,-103.791667
Cowboy Mining Co,Rob  Newsom,PDSCo Inc,30.358611,-103.661111
TEXAS SODIUM BENTONITE INC,George  Burton,Texas Sodium Bentonite Inc,30.358611,-103.661111
Bolzer Pit,Bill  Lemons,Western Materials Inc.,41.821667,-103.645278
Hoban Pit And Plant,Zachry Corporation,"Capitol Aggregates, Inc.",31.351111,-103.636388
Leonardite Products Mine&Mill Operation,Mary  Mahar; Cherie  Harms,"Leonardite Products, LLC",48.146944,-103.618055
Melrose Quarry,Tam  Terry,B&B Solvent Ltd.,34.378333,-103.6175
Pacer Portable,Julie  Oswald,Pacer Corporation,43.765277,-103.603888
Custer Mill,Julie  Oswald,Pacer Corporation,43.765556,-103.6025
J & L Gravel,John C  Talley III,Talley Construction,43.9325,-103.575277
Dakota Stone Mining & Stone Supply Inc,James L  Dean,Dakota Stone Mining & Stone Supply Inc.,43.942777,-103.523611
Ecology Grinding Plant,Ronald E  Steinhauser,Ecology Minerals Inc.,29.388333,-103.516944
Cinder Mountain Mine,Harlan R  Getman; Clarence R  Getman,Volcanic Stone Co,36.519167,-103.503611
Rapid City Quarry & Mill ,Pete Lien & Sons Inc,Pete Lien & Sons Inc,44.121944,-103.283056
Rapid City Quarry ,CRH PLC,Hills Materials Company,44.088889,-103.281944
Anderson Sand and Gravel LLC,William H  Anderson,Anderson Sand and Gravel LLC,44.121666,-103.271944
GCC Dacotah Inc,Grupo Cementos de Chihuahua SA de CV,GCC Dacotah Inc,44.082222,-103.268889
State Shale Pit #2,Shane L  Aulick,Aulick Leasing Corp,44.16,-103.231388
Portable Screen ,Colas S A,McAtee Paving Company,40.623056,-103.193333
Versatile Crusher,Frank J  Smith Jr,Versatile Construction Company,36.451667,-103.184167
GASCOYNE MINE & MILL,Minerals Technologies Inc,American Colloid Company,46.148056,-103.143056
R. S. I.   Pit,Alonzo  Ramirez Jr,"Ramirez & Sons, Inc.",32.7025,-103.136111
Vines Sand & Gravel,Summit Materials LLC,Troy Vines Inc,31.534722,-103.126388
EUNICE PIT AND PLANT,Robert R  Wallach,Wallach Concrete Inc,32.444722,-103.105555
Jeans Crusher,Frank J  Smith Jr,Versatile Construction Company,35.605,-103.103889
CROCKETT COUNTY MINING,Larry  Bates,Crockett County Mining,31.310774,-102.83998
Grisham Pit,Robert R  Wallach,Wallach Concrete Inc,31.313806,-102.809893
Plant 1,Chad  Meyer,Meyer Aggregate LLC,46.923611,-102.784444
Fisher Industries Plant 19,Thomas G  Fisher,Fisher Sand & Gravel Company,46.882778,-102.731111
Fisher Industries Plant 20,Thomas G  Fisher,Fisher Sand & Gravel Co,46.882777,-102.731111
Fisher Industries Plant 38,Thomas G  Fisher,Fisher Sand & Gravel Company,46.882777,-102.731111
Fisher Industries Plant 2,Thomas G  Fisher,Fisher Sand & Gravel Company,46.882777,-102.731111
Fisher Industries Plant 7,Thomas G  Fisher,Fisher Sand & Gravel Co.,46.882777,-102.731111
Fisher Industries Plant 12,Thomas G  Fisher,Fisher Sand & Gravel Company,46.882777,-102.731111
Fisher Industries Plant 15,Thomas G  Fisher,Fisher Sand & Gravel Company,46.882778,-102.731111
Fisher Industries Plant 17,Thomas G  Fisher,Fisher Sand & Gravel Company,46.882778,-102.731111
Fisher Industries Plant 26,Thomas G  Fisher,Fisher Sand & Gravel Company,46.882778,-102.731111
Dredge Op #3,Ron D  Peterson,Carder Inc,37.810555,-102.711666
Crusher Operation #2,Ron D  Peterson,Carder Inc,37.810555,-102.711666
ELJAY CRUSHER OPERATION #1,Ron D  Peterson,CARDER INC,38.087222,-102.620833
Mississippi Sand Seagraves,Cemtech International Inc; Synergy Materials Inc,"Mississippi Sand, LLC",32.895278,-102.571389
ODESSA CEMENT PLANT CEMEX INCORPORATED,Cemex S A,CEMEX Construction Materials South LLC,31.742222,-102.5625
Ace Sand and Gravel,Johnie S  McComb III,Ace Sand and Gravel,31.225833,-102.557777
White Bear Mica Plant,Julie  Oswald,Pacer Corporation,36.836388,-102.518055
Portable crusher-XL1500,Vic A  Bownds,Robert McHam LTD,33.723888,-102.471388
VEGA PIT AND PLANT,John W Daniels; Wilma  Daniels,Vega Sand & Gravel Company Inc,35.242777,-102.428333
LS MINE,Michael D  Smith,LS SAND & GRAVEL LTD.,35.242777,-102.428333
Penwell Crusher,Robert R  Wallach,Wallach Concrete Inc,31.905,-102.374166
Hereford Feedyard Pit,Anthony  Rhodes; Jon  Barnett,Rock It Science Crushing,34.821667,-102.369444
Crockett County Mining Plant 3,Larry  Bates,"Crockett County Mining, LTD",31.884166,-102.188888
Unit  #7,Ronnie  Jones; Terry  Bryant,Jones Bros. Mfg,31.991667,-102.083056
INDIAN SPRINGS,Jerry L  Irving,Irving Sand & Gravel Company Inc,31.96,-102.076944
Tahoka West Plant 5,Larry  Bates,"Crockett County Mining, LTD",33.216446,-102.049739
Crusher #1,Ronnie  Jones; Terry  Bryant,Jones Bros Mfg Inc,32.073333,-102.048888
South Channing Pit,Wally  Johnson,"XIT Sand & Gravel, LLC",35.876111,-101.973888
Crusher #5,Ronnie  Jones; Terry  Bryant,Jones Bros Mfg Inc,31.222778,-101.937778
BUTLER PIT,Allen  Butler,Allen Butler Construction Inc,33.766944,-101.923888
South Canyon Crusher,James E  Holmes,Holmes Construction Company LP,34.940833,-101.919444
SRS 1,TNW (Texas Northwest Corp),Southwest Railway Services,36.002777,-101.900833
Portable Unit #5,Steve  Farden,Farden Construction Inc,48.505278,-101.880278
Kritser-Fain Pit,Roy P  Eastland III,Texas Sand & Gravel Co Inc,35.213333,-101.856388
Abrasives Inc,Abrasives Inc.,Abrasives Inc,46.400833,-101.842777
Crusher #2,Ronnie  Jones; Terry  Bryant,Jones Bros Mfg Inc,32.963611,-101.832777
Box Canyon,John W  Thomas,"Thomas Sand & Gravel Co., Inc.",35.221944,-101.831388
Crusher #2,Larry S  Knutson; Glenn E  Braudt,Advantage Asphalt Products Ltd,35.258055,-101.826666
OLD PAL SAND PIT,Ronnie J  Fleming,Old Pal Corp,35.244722,-101.813333
Howell Sand Pits,James R  Howell Jr,Howell Sand Company Inc,35.250833,-101.804444
Klotz Sand Co,Victor S  Klotz,Klotz Sand Co Inc,37.980555,-101.752777
Huber Sand Pit #4,Robin  Huber; Louis  Huber,Huber Sand Inc,37.971944,-101.742777
Gratech Portable #1,Harley  Neshem,Gratech Company Ltd,48.320278,-101.728611
THRASHER INC.,Albert  Thrasher,Thrasher Inc,34.205532,-101.687559
Falkirk Mine,NACCO Industries Inc,Falkirk Mining Company,47.133333,-101.675
ACUFF PIT,Michael  Damron,G R Damron Sand & Gravel Company,33.517468,-101.659346
PLANT #10,Brian T  Etchison; Ralph E  Janes IV,R .E. Janes Gravel Company,33.437311,-101.643492
Crusher - LU200,Bob  Price,Laredo Paving Inc,31.863611,-101.594166
PLANT  #1,Brian T  Etchison; Ralph E  Janes IV,R .E. Janes Gravel Company,32.287594,-101.433915
Big Creek Ranch Pit,Karen  Rice; Dwight Elton  Rice,"Big Creek Sand and Gravel, Inc.",35.667777,-101.3975
Center Mine,Allete Inc,BNI Coal Ltd,47.169167,-101.251111
Center Coal Company,Glenn  Baranko,Center Coal Co-Div/General Industries Inc,47.169167,-101.251111
Beulah Mine,Westmoreland Coal Company,Dakota Westmoreland Corp,47.534444,-101.25
Crusher #1,Larry S  Knutson; Glenn E  Braudt,Advantage Asphalt Products Ltd,35.075833,-101.239166
Freedom Mine,NACCO Industries Inc,The Coteau Properties Company,47.5,-101.233889
Cedarapids Crusher,Rebecca  Hill,Sundre Sand & Gravel Inc,48.194722,-101.209722
Portable Crusher #1,Doug  Walterscheid,J Lee Milligan Inc,35.006388,-101.043611
Lakeside Mine,Jay  Sporer,Lakeside Sand and Gravel LLC,40.175,-101.03
Ratzliff Pit,Robert T Carlile,J & R Sand Company Inc,36.819722,-101.008056
Lefors  Mine,Rusty D  Stevens,WTL LLC,35.536111,-100.96
Portable Crusher #2,Doug  Walterscheid,J Lee Milligan Inc,34.94,-100.935556
Winchell,Robert T Carlile,J & R Sand Company Inc,36.835,-100.935555
Finney County,Finney County-KS,Finney County,37.964722,-100.917778
Amistad Sand & Gravel,Sergio  Galindo,Amistad Ready Mix,29.3627,-100.8967
Klotz Sand Company Incorporated #2 ,Victor S  Klotz,Klotz Sand Company Incorporated,37.971666,-100.872777
Huber Sand Pit #2,Robin  Huber; Louis  Huber,Huber Sand Inc,37.97169,-100.872662
South Laredo Sand and Gravel Pit,Rodolfo  Garcia,Laredo Ready Mix Ltd.,37.453055,-100.870833
AC Rio Grand Quarry,Joseph H  Anderson,"Anderson Columbia Co.,Inc.",37.453055,-100.870833
Plant #1,Rosebud Sioux Tribe,Rosebud Sioux Tribe,43.232777,-100.853611
Crusher #3 (portable),MDU Resources Group Inc,Knife River Corporation-North Central,46.808333,-100.783611
Turner Pit,Jack  Albert,CSA Materials Inc,31.575833,-100.657222
Clements Quarry,Randall D  Smith,"West Texas Rock Resources, LLC",32.447222,-100.536388
MARYNEAL QUARRY AND  MILL,Buzzi Unicem S P A,Buzzi Unicem USA,32.211944,-100.507222
MOBILE CRUSHER #2,South Texas Aggregates Inc,South Texas Aggregates Inc,28.775555,-100.505833
Maverick Aggregates Inc,Jose  Ruiz,Maverick Aggregates Inc,28.764722,-100.493888
Alamo Con Prod  Eagle Pass S & G,Buzzi Unicem S P A,Alamo Concrete Products Ltd,28.678576,-100.471211
Posey Pit,Spangler Companies Inc,New NGC Incorporated,32.851944,-100.465556
EAGLE PORTABLE CRUSHER,Jack  Albert,CSA Materials Inc,31.430833,-100.449166
JCI FT 4250 Portable Crusher # 5,Jack  Albert,CSA Materials Inc,31.430833,-100.449166
Portable #4,Bob  Bak,Bob Bak Construction,44.363611,-100.381944
Sweetwater Quarry,USG Corporation,United States Gypsum Company,32.484722,-100.366389
 BRONTE PLANT,US Concrete,Ingram Concrete LLC,31.876827,-100.365235
Sweetwater Quarry,Koch Industries Inc,Georgia-Pacific Gypsum LLC,32.480833,-100.336389
Galmor's Mining,Steve  Galmor,"Galmor's / G&G Steam Services, Inc.",35.299266,-100.242398
ACG Materials-Shamrock,Charles W  Harrison Jr,"Harrison Gypsum, LLC",35.299166,-100.242222
Dodge City Sand Co Inc (Howell Plant),James A  Coffin,Dodge City Sand Co Inc,37.781389,-100.179167
Dodge City Pit & Plant,James A  Coffin,Dodge City Sand Co Inc,37.736666,-100.069444
Black Spur Quarry,Martin Marietta Materials Inc,"Martin Marietta Materials Southwest, Inc",29.188486,-100.031427
Plant #4,Brian T  Etchison; Ralph E  Janes IV,R .E. Janes Gravel Company,32.470556,-100.012778
Newark Pit,Terry  Broadfoot,Broadfoot Sand & Gravel Co Inc,41.4925,-99.901944
Palser PIT #3,Jim  Palser,Beltline Sand & Gravel Inc,41.4925,-99.901944
RAVINIA SAND PIT,Jeff  Doom; Scott  Doom,Wagner Building & Supply Company Inc,43.969444,-99.901944
LINDSEY PIT,Gary H  Dahme,Dahme Construction Company Inc,43.969444,-99.901944
G E M Materials Inc,Janice  Friesenhahn,G E M Materials Inc,31.968611,-99.901944
ROGER D. STEVENS CONTRACTOR INC.,Evert H  McDougal Jr,Roger D Stevens Contractor Inc,31.968611,-99.901944
GRANT PIT,June  Grant,Grant Construction Company,31.968611,-99.901944
MILLSAP SHALE PIT,Odies M  Curry,Red Dog Track Inc,31.968611,-99.901944
Vines Portable Plant,Summit Materials LLC,Troy Vines Inc,31.968611,-99.901944
Plant #3,Ruth G  Wright,Wright Materials Inc,31.968611,-99.901944
Portable Plant #1,Daniel Marcus  Frost,Frost Crushed Stone Company Inc,31.968611,-99.901944
TEXASTONE QUARRIES LLC,Wilson C  Edwards,Texastone Quarries,31.968611,-99.901944
PIERCE PIT,Myrna  Pierce; Howard K  Pierce,Howard Pierce & Sons Stone Company LLC,31.968611,-99.901944
RED ROSE QUARRY,Curtis J  Wheatcraft,Wheatcraft Inc,31.968611,-99.901944
Scheele Ranch Pit,Ramon  Perez,J C Building Stone,31.968611,-99.901944
REEH QUARRY,James D  Reeh,"Reeh Quarry, LP",31.968611,-99.901944
"Brauntex Materials, Inc.",Dean  Fischer,"Brauntex Materials, Inc.",31.968611,-99.901944
RICHMOND MATERIAL CO,Roy  Beken,Richmond Material Company,31.968611,-99.901944
Kenndale Prop ,Roger  Crouch,Crouch Sand & Gravel Inc,31.968611,-99.901944
Fairland Plant & Qys,Jack  Carson,Cactus Canyon Quarries Inc,31.968599,-99.901813
FLATONIA MINES & PLANT,Frank  Shemanski,Mid-Tex Minerals Inc,31.968599,-99.901813
OSBURN MATLS INC,Clay M  Tooke,Osburn Materials Inc,31.968599,-99.901813
"BRAUNTEX MATERIALS, INC.",Dean  Fischer,Brauntex Materials Inc,31.968599,-99.901813
ALTO BONITO GRAVEL PIT,Melba  Reynolds; Noe  Paredes-Salazar,Starr Aggregates Llc,31.968599,-99.901813
BLANKENBURG PIT,Gary  Anders,Leward Anders & Sons Inc,31.968599,-99.901813
FAIRLAND GRANITE GRAVEL PIT,Stan  Collier,Collier Materials,31.968599,-99.901813
Acme Quarry ,Koch Industries Inc,Georgia-Pacific Gypsum LLC,34.314167,-99.800278
Uvalde Quarry,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",29.209722,-99.786111
83 Pit,Kelly Cole  Evans,Cenizo Services Inc,29.199166,-99.785277
Abilene Black Lease Quarry,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",32.269722,-99.785
Knox Plant,Barrington L  Holsey,Crockett Sand & Gravel ,32.434167,-99.764167
Leona Rock Quarry,J E  Willingham IV,8-Mile Ranch Inc,29.282093,-99.761648
MOBILE CRUSHER #1,South Texas Aggregates Inc,South Texas Aggregates Inc,29.220833,-99.744444
Patriot Aggregate Plant,John F  Steele Jr,"Hilltop Basic Resources, Inc.",32.487053,-99.687912
La Moca,Javier  Martinez,J&J Excavating & Materials Co.,29.174209,-99.661304
Knippa Plant,Nicolas R  Ayala,Uvalde Concrete LLC,29.294215,-99.641969
Eakin Sand and Gravel,Chad  Eakin,Eakin Enterprises Inc ,37.8775,-99.633611
Stone Zone,Jim  Chadwick,Stone Zone,32.963333,-99.628055
Gene Swenson Quarries,Bill  Mezger; Ben  Goodwin,Mezger Enterprises Ltd,32.801389,-99.618889
Lueders Limestone ,Cary  Brown,Lueders Limestone,32.801389,-99.618889
Unger Texas Stone ,Shelia M  Unger,Unger Texas Stone ,32.801389,-99.618889
Aguado Stone Lueders,Martin  Aguado,Aguado Stone Inc,32.801389,-99.618889
Lueders TX Quarry,Craig  Leeder,I-10 Building Materials Stone,32.801389,-99.618889
Espinoza-Lueders Quarry ,Jose  Espinoza,Espinoza Stone Inc ,32.780278,-99.618611
Schkade Mines,Steve  Cole,Champion Stone Company LLC,32.7175,-99.618056
LUEDERS QUARRY,Berkshire Hathaway Inc,Acme Brick Company,32.770278,-99.615556
CHAPMAN PIT,South Texas Aggregates Inc,South Texas Aggregates Inc,29.413839,-99.585096
Republic Pit - South,Eagle Materials Inc,American Gypsum Company LLC,34.661389,-99.574444
Lueders Quarry,Juvencio  Armenta; Mariano  Rodriguez,San Felipe Stone Inc,32.979136,-99.567503
"WesTex Stone, Inc",Susan  Hurst; Robin K  Hurst,"WesTex Stone, Inc",32.979166,-99.5675
